0, 0, Header, 1, 16, 384
2, 40335, Lyric_t, "HOW "
2, 40600, Note_on_c, 0, 64, 0
2, 40711, Note_on_c, 0, 67, 110
2, 40711, Lyric_t, "SWEET "
2, 41016, Note_on_c, 0, 67, 0
2, 41077, Note_on_c, 0, 64, 107
2, 41077, Lyric_t, "IT "
2, 41267, Note_on_c, 0, 64, 0
2, 41338, Note_on_c, 0, 71, 108
2, 41338, Lyric_t, "IS "
2, 41582, Note_on_c, 0, 71, 0
2, 41729, Note_on_c, 0, 62, 105
2, 41729, Lyric_t, "TO "
2, 41797, Note_on_c, 0, 62, 0
2, 41865, Note_on_c, 0, 64, 107
2, 41865, Lyric_t, "BE "
2, 42073, Note_on_c, 0, 64, 0
2, 42113, Note_on_c, 0, 62, 102
2, 42113, Lyric_t, "LOV_ "
2, 42166, Note_on_c, 0, 62, 0
2, 42252, Note_on_c, 0, 67, 108
2, 42252, Lyric_t, "ED "
2, 42500, Note_on_c, 0, 67, 0
2, 42625, Note_on_c, 0, 69, 110
2, 42625, Lyric_t, "BY "
2, 42908, Note_on_c, 0, 69, 0
2, 43012, Note_on_c, 0, 67, 110
2, 43012, Lyric_t, "YOU. "
2, 43317, Note_on_c, 0, 67, 0
2, 44026, Note_on_c, 0, 71, 105
2, 44026, Lyric_t, "FEEL "
2, 44170, Note_on_c, 0, 71, 0
2, 44295, Note_on_c, 0, 69, 107
2, 44295, Lyric_t, "SO "
2, 44449, Note_on_c, 0, 69, 0
2, 44560, Note_on_c, 0, 67, 110
2, 44560, Lyric_t, "FINE. "
2, 45170, Note_on_c, 0, 67, 0
2, 46474, Note_on_c, 0, 64, 110
2, 46474, Lyric_t, "HOW "
2, 46736, Note_on_c, 0, 64, 0
2, 46858, Note_on_c, 0, 67, 105
2, 46858, Lyric_t, "SWEET "
2, 47134, Note_on_c, 0, 67, 0
2, 47223, Note_on_c, 0, 64, 107
2, 47223, Lyric_t, "IT "
2, 47385, Note_on_c, 0, 64, 0
2, 47460, Note_on_c, 0, 71, 104
2, 47460, Lyric_t, "IS "
2, 47718, Note_on_c, 0, 71, 0
2, 47861, Note_on_c, 0, 62, 106
2, 47861, Lyric_t, "TO "
2, 47933, Note_on_c, 0, 62, 0
2, 47997, Note_on_c, 0, 64, 107
2, 47997, Lyric_t, "BE "
2, 48205, Note_on_c, 0, 64, 0
2, 48256, Note_on_c, 0, 62, 104
2, 48256, Lyric_t, "LOV_ "
2, 48313, Note_on_c, 0, 62, 0
2, 48388, Note_on_c, 0, 67, 110
2, 48388, Lyric_t, "ED "
2, 48643, Note_on_c, 0, 67, 0
2, 48764, Note_on_c, 0, 69, 108
2, 48764, Lyric_t, "BY "
2, 49033, Note_on_c, 0, 69, 0
2, 49155, Note_on_c, 0, 67, 110
2, 49155, Lyric_t, "YOU. "
2, 49435, Note_on_c, 0, 67, 0
2, 52469, Note_on_c, 0, 62, 108
2, 52469, Lyric_t, "I "
2, 52537, Note_on_c, 0, 62, 0
2, 52605, Note_on_c, 0, 76, 110
2, 52605, Lyric_t, "CLOSE "
2, 52824, Note_on_c, 0, 76, 0
2, 52888, Note_on_c, 0, 74, 107
2, 52888, Lyric_t, "MY "
2, 53107, Note_on_c, 0, 74, 0
2, 53200, Note_on_c, 0, 71, 110
2, 53200, Lyric_t, "EYES "
2, 53372, Note_on_c, 0, 71, 0
2, 53458, Note_on_c, 0, 69, 105
2, 53458, Lyric_t, "AT "
2, 53619, Note_on_c, 0, 69, 0
2, 53741, Note_on_c, 0, 67, 110
2, 53741, Lyric_t, "NIGHT, "
2, 54522, Note_on_c, 0, 67, 0
2, 55271, Note_on_c, 0, 62, 108
2, 55271, Lyric_t, "WON_ "
2, 55343, Note_on_c, 0, 62, 0
2, 55393, Note_on_c, 0, 64, 104
2, 55393, Lyric_t, "DER_ "
2, 55454, Note_on_c, 0, 64, 0
2, 55519, Note_on_c, 0, 67, 106
2, 55519, Lyric_t, "IN' "
2, 55576, Note_on_c, 0, 67, 0
2, 55662, Note_on_c, 0, 71, 108
2, 55662, Lyric_t, "WHERE "
2, 55848, Note_on_c, 0, 71, 0
2, 55902, Note_on_c, 0, 72, 105
2, 55902, Lyric_t, "WOULD "
2, 55974, Note_on_c, 0, 72, 0
2, 56042, Note_on_c, 0, 74, 107
2, 56042, Lyric_t, "I "
2, 56207, Note_on_c, 0, 74, 0
2, 56300, Note_on_c, 0, 71, 109
2, 56300, Lyric_t, "BE "
2, 56465, Note_on_c, 0, 71, 0
2, 56562, Note_on_c, 0, 67, 104
2, 56562, Lyric_t, "WITH_ "
2, 56630, Note_on_c, 0, 67, 0
2, 56687, Note_on_c, 0, 69, 109
2, 56687, Lyric_t, "OUT "
2, 56777, Note_on_c, 0, 69, 0
2, 56834, Note_on_c, 0, 67, 110
2, 56834, Lyric_t, "YOU "
2, 57003, Note_on_c, 0, 67, 0
2, 57085, Note_on_c, 0, 67, 110
2, 57085, Lyric_t, "IN "
2, 57167, Note_on_c, 0, 67, 0
2, 57218, Note_on_c, 0, 69, 109
2, 57218, Lyric_t, "MY "
2, 57375, Note_on_c, 0, 69, 0
2, 57501, Note_on_c, 0, 64, 110
2, 57501, Lyric_t, "LIFE. "
2, 58178, Note_on_c, 0, 64, 0
2, 58618, Note_on_c, 0, 76, 109
2, 58618, Lyric_t, "EV_ "
2, 58805, Note_on_c, 0, 76, 0
2, 58866, Note_on_c, 0, 74, 105
2, 58866, Lyric_t, "RY_ "
2, 59056, Note_on_c, 0, 74, 0
2, 59152, Note_on_c, 0, 71, 108
2, 59152, Lyric_t, "THING "
2, 59307, Note_on_c, 0, 71, 0
2, 59382, Note_on_c, 0, 69, 109
2, 59382, Lyric_t, "I "
2, 59500, Note_on_c, 0, 69, 0
2, 59565, Note_on_c, 0, 69, 107
2, 59565, Lyric_t, "GET "
2, 59672, Note_on_c, 0, 69, 0
2, 59751, Note_on_c, 0, 67, 106
2, 59751, Lyric_t, "WAS "
2, 59858, Note_on_c, 0, 67, 0
2, 59904, Note_on_c, 0, 67, 110
2, 59904, Lyric_t, "JUST "
2, 60068, Note_on_c, 0, 67, 0
2, 60176, Note_on_c, 0, 69, 110
2, 60176, Lyric_t, "A "
2, 60312, Note_on_c, 0, 69, 0
2, 60541, Note_on_c, 0, 64, 105
2, 60541, Lyric_t, "BO_ "
2, 60681, Note_on_c, 0, 64, 0
2, 60925, Note_on_c, 0, 62, 110
2, 60925, Lyric_t, "RE, "
2, 61359, Note_on_c, 0, 62, 0
2, 61445, Note_on_c, 0, 62, 105
2, 61445, Lyric_t, "EVE_ "
2, 61620, Note_on_c, 0, 62, 0
2, 61692, Note_on_c, 0, 64, 104
2, 61692, Lyric_t, "RY_ "
2, 61760, Note_on_c, 0, 64, 0
2, 61825, Note_on_c, 0, 67, 110
2, 61825, Lyric_t, "WHERE "
2, 61993, Note_on_c, 0, 67, 0
2, 62083, Note_on_c, 0, 64, 104
2, 62083, Lyric_t, "I "
2, 62147, Note_on_c, 0, 64, 0
2, 62219, Note_on_c, 0, 71, 109
2, 62219, Lyric_t, "WENT "
2, 62376, Note_on_c, 0, 71, 0
2, 62459, Note_on_c, 0, 67, 108
2, 62459, Lyric_t, "IT "
2, 62531, Note_on_c, 0, 67, 0
2, 62592, Note_on_c, 0, 67, 107
2, 62592, Lyric_t, "SEEMS "
2, 62749, Note_on_c, 0, 67, 0
2, 62839, Note_on_c, 0, 69, 104
2, 62839, Lyric_t, "I'VE "
2, 62896, Note_on_c, 0, 69, 0
2, 62982, Note_on_c, 0, 70, 108
2, 62982, Lyric_t, "BEEN "
2, 63136, Note_on_c, 0, 70, 0
2, 63240, Note_on_c, 0, 67, 110
2, 63240, Lyric_t, "THERE "
2, 63513, Note_on_c, 0, 67, 0
2, 63595, Note_on_c, 0, 64, 108
2, 63595, Lyric_t, "BE_ "
2, 63663, Note_on_c, 0, 64, 0
2, 63735, Note_on_c, 0, 67, 109
2, 63735, Lyric_t, "FORE. "
2, 64183, Note_on_c, 0, 67, 0
2, 64373, Note_on_c, 0, 67, 107
2, 64373, Lyric_t, "BUT "
2, 64438, Note_on_c, 0, 67, 0
2, 64513, Note_on_c, 0, 76, 110
2, 64513, Lyric_t, "YOU "
2, 64811, Note_on_c, 0, 76, 0
2, 64886, Note_on_c, 0, 74, 110
2, 64886, Lyric_t, "BRIGHT_ "
2, 65090, Note_on_c, 0, 74, 0
2, 65158, Note_on_c, 0, 71, 108
2, 65158, Lyric_t, "EN "
2, 65223, Note_on_c, 0, 71, 0
2, 65291, Note_on_c, 0, 71, 109
2, 65291, Lyric_t, "UP "
2, 65431, Note_on_c, 0, 71, 0
2, 65531, Note_on_c, 0, 69, 104
2, 65531, Lyric_t, "FOR "
2, 65606, Note_on_c, 0, 69, 0
2, 65671, Note_on_c, 0, 69, 110
2, 65671, Lyric_t, "ME "
2, 65810, Note_on_c, 0, 69, 0
2, 65911, Note_on_c, 0, 69, 110
2, 65911, Lyric_t, "ALL "
2, 66198, Note_on_c, 0, 69, 0
2, 66287, Note_on_c, 0, 67, 104
2, 66287, Lyric_t, "OF "
2, 66348, Note_on_c, 0, 67, 0
2, 66405, Note_on_c, 0, 69, 109
2, 66405, Lyric_t, "MY "
2, 66574, Note_on_c, 0, 69, 0
2, 66681, Note_on_c, 0, 67, 110
2, 66681, Lyric_t, "DAYS, "
2, 67298, Note_on_c, 0, 67, 0
2, 67863, Note_on_c, 0, 76, 110
2, 67863, Lyric_t, "LOVE "
2, 67974, Note_on_c, 0, 76, 0
2, 68110, Note_on_c, 0, 76, 110
2, 68110, Lyric_t, "SO "
2, 68261, Note_on_c, 0, 76, 0
2, 68372, Note_on_c, 0, 79, 109
2, 68372, Lyric_t, "SWEET "
2, 68519, Note_on_c, 0, 79, 0
2, 68974, Note_on_c, 0, 67, 105
2, 68974, Lyric_t, "IN "
2, 69049, Note_on_c, 0, 67, 0
2, 69148, Note_on_c, 0, 71, 110
2, 69148, Lyric_t, "SO_ "
2, 69345, Note_on_c, 0, 71, 0
2, 69378, Note_on_c, 0, 72, 107
2, 69378, Lyric_t, "MA_ "
2, 69464, Note_on_c, 0, 72, 0
2, 69510, Note_on_c, 0, 74, 107
2, 69510, Lyric_t, "NY "
2, 69718, Note_on_c, 0, 74, 0
2, 69772, Note_on_c, 0, 72, 110
2, 69772, Lyric_t, "WAYS, "
2, 70084, Note_on_c, 0, 72, 0
2, 70159, Note_on_c, 0, 64, 106
2, 70159, Lyric_t, "I "
2, 70241, Note_on_c, 0, 64, 0
2, 70284, Note_on_c, 0, 67, 110
2, 70284, Lyric_t, "WAN_ "
2, 70514, Note_on_c, 0, 67, 0
2, 70539, Note_on_c, 0, 64, 105
2, 70539, Lyric_t, "NA "
2, 70614, Note_on_c, 0, 64, 0
2, 70679, Note_on_c, 0, 71, 108
2, 70679, Lyric_t, "STOP, "
2, 70854, Note_on_c, 0, 71, 0
2, 71678, Note_on_c, 0, 71, 105
2, 71678, Lyric_t, "AND "
2, 71743, Note_on_c, 0, 71, 0
2, 71815, Note_on_c, 0, 71, 108
2, 71815, Lyric_t, "THANK "
2, 71972, Note_on_c, 0, 71, 0
2, 72055, Note_on_c, 0, 69, 110
2, 72055, Lyric_t, "YOU "
2, 72134, Note_on_c, 0, 69, 0
2, 72202, Note_on_c, 0, 67, 110
2, 72202, Lyric_t, "BA_ "
2, 72399, Note_on_c, 0, 67, 0
2, 72438, Note_on_c, 0, 64, 109
2, 72438, Lyric_t, "BY. "
2, 72585, Note_on_c, 0, 64, 0
2, 72965, Note_on_c, 0, 74, 109
2, 72965, Lyric_t, "I "
2, 73026, Note_on_c, 0, 74, 0
2, 73083, Note_on_c, 0, 76, 109
2, 73083, Lyric_t, "JUST "
2, 73284, Note_on_c, 0, 76, 0
2, 73356, Note_on_c, 0, 79, 106
2, 73356, Lyric_t, "WAN_ "
2, 73535, Note_on_c, 0, 79, 0
2, 73589, Note_on_c, 0, 76, 106
2, 73589, Lyric_t, "NA "
2, 73660, Note_on_c, 0, 76, 0
2, 73725, Note_on_c, 0, 74, 106
2, 73725, Lyric_t, "STOP, "
2, 73904, Note_on_c, 0, 74, 0
2, 74743, Note_on_c, 0, 62, 106
2, 74743, Lyric_t, "AND "
2, 74811, Note_on_c, 0, 62, 0
2, 74879, Note_on_c, 0, 71, 105
2, 74879, Lyric_t, "THANK "
2, 75012, Note_on_c, 0, 71, 0
2, 75126, Note_on_c, 0, 69, 104
2, 75126, Lyric_t, "YOU "
2, 75187, Note_on_c, 0, 69, 0
2, 75270, Note_on_c, 0, 67, 110
2, 75270, Lyric_t, "BA_ "
2, 75581, Note_on_c, 0, 67, 0
2, 75657, Note_on_c, 0, 69, 109
2, 75657, Lyric_t, "BY, "
2, 75890, Note_on_c, 0, 69, 0
2, 76406, Note_on_c, 0, 71, 109
2, 76406, Lyric_t, "WOH "
2, 76617, Note_on_c, 0, 71, 0
2, 76667, Note_on_c, 0, 67, 110
2, 76667, Lyric_t, "YES. "
2, 77123, Note_on_c, 0, 67, 0
2, 77194, Note_on_c, 0, 64, 105
2, 77194, Lyric_t, "HOW "
2, 77452, Note_on_c, 0, 64, 0
2, 77566, Note_on_c, 0, 67, 109
2, 77566, Lyric_t, "SWEET "
2, 77853, Note_on_c, 0, 67, 0
2, 77950, Note_on_c, 0, 64, 105
2, 77950, Lyric_t, "IT "
2, 78093, Note_on_c, 0, 64, 0
2, 78190, Note_on_c, 0, 71, 108
2, 78190, Lyric_t, "IS "
2, 78445, Note_on_c, 0, 71, 0
2, 78574, Note_on_c, 0, 62, 108
2, 78574, Lyric_t, "TO "
2, 78642, Note_on_c, 0, 62, 0
2, 78706, Note_on_c, 0, 64, 109
2, 78706, Lyric_t, "BE "
2, 78928, Note_on_c, 0, 64, 0
2, 78953, Note_on_c, 0, 62, 107
2, 78953, Lyric_t, "LOV_ "
2, 79018, Note_on_c, 0, 62, 0
2, 79097, Note_on_c, 0, 67, 107
2, 79097, Lyric_t, "ED "
2, 79341, Note_on_c, 0, 67, 0
2, 79488, Note_on_c, 0, 69, 110
2, 79488, Lyric_t, "BY "
2, 79746, Note_on_c, 0, 69, 0
2, 79885, Note_on_c, 0, 67, 110
2, 79885, Lyric_t, "YOU, "
2, 80477, Note_on_c, 0, 67, 0
2, 80892, Note_on_c, 0, 67, 105
2, 80892, Lyric_t, "JUST "
2, 81025, Note_on_c, 0, 67, 0
2, 81133, Note_on_c, 0, 69, 108
2, 81133, Lyric_t, "LIKE "
2, 81272, Note_on_c, 0, 69, 0
2, 81394, Note_on_c, 0, 71, 108
2, 81394, Lyric_t, "SU_ "
2, 81469, Note_on_c, 0, 71, 0
2, 81516, Note_on_c, 0, 67, 108
2, 81516, Lyric_t, "GAR "
2, 81681, Note_on_c, 0, 67, 0
2, 81778, Note_on_c, 0, 69, 108
2, 81778, Lyric_t, "SOME_ "
2, 81885, Note_on_c, 0, 69, 0
2, 82036, Note_on_c, 0, 64, 110
2, 82036, Lyric_t, "TIMES. "
2, 82874, Note_on_c, 0, 64, 0
2, 83344, Note_on_c, 0, 64, 107
2, 83344, Lyric_t, "HOW "
2, 83588, Note_on_c, 0, 64, 0
2, 83713, Note_on_c, 0, 67, 110
2, 83713, Lyric_t, "SWEET "
2, 83996, Note_on_c, 0, 67, 0
2, 84093, Note_on_c, 0, 64, 109
2, 84093, Lyric_t, "IT "
2, 84229, Note_on_c, 0, 64, 0
2, 84326, Note_on_c, 0, 71, 105
2, 84326, Lyric_t, "IS "
2, 84591, Note_on_c, 0, 71, 0
2, 84720, Note_on_c, 0, 62, 107
2, 84720, Lyric_t, "TO "
2, 84785, Note_on_c, 0, 62, 0
2, 84849, Note_on_c, 0, 64, 108
2, 84849, Lyric_t, "BE "
2, 85050, Note_on_c, 0, 64, 0
2, 85096, Note_on_c, 0, 62, 102
2, 85096, Lyric_t, "LOV_ "
2, 85143, Note_on_c, 0, 62, 0
2, 85233, Note_on_c, 0, 67, 105
2, 85233, Lyric_t, "ED "
2, 85448, Note_on_c, 0, 67, 0
2, 85627, Note_on_c, 0, 69, 109
2, 85627, Lyric_t, "BY "
